availability,date,listing_id,rate
True,2016-06-26,14060032,55.0
True,2016-06-27,14060032,55.0
True,2016-06-28,14060032,55.0
True,2016-06-29,14060032,55.0
True,2016-06-30,14060032,55.0
True,2016-07-01,14060032,85.0
True,2016-07-02,14060032,85.0
True,2016-07-03,14060032,55.0
True,2016-07-04,14060032,55.0
True,2016-07-05,14060032,55.0
True,2016-07-06,14060032,55.0
True,2016-07-07,14060032,55.0
True,2016-07-08,14060032,85.0
True,2016-07-09,14060032,85.0
True,2016-07-10,14060032,55.0
True,2016-07-11,14060032,55.0
True,2016-07-12,14060032,55.0
True,2016-07-13,14060032,55.0
True,2016-07-14,14060032,55.0
True,2016-07-15,14060032,85.0
True,2016-07-16,14060032,85.0
True,2016-07-17,14060032,55.0
True,2016-07-18,14060032,48.0
True,2016-07-19,14060032,53.0
True,2016-07-20,14060032,53.0
False,2016-07-21,14060032,55.0
False,2016-07-22,14060032,85.0
False,2016-07-23,14060032,85.0
True,2016-07-24,14060032,45.0
True,2016-07-25,14060032,45.0
True,2016-07-26,14060032,53.0
True,2016-07-27,14060032,59.0
True,2016-07-28,14060032,66.0
True,2016-07-29,14060032,79.0
False,2016-07-30,14060032,77.0
True,2016-07-31,14060032,68.0
True,2016-08-01,14060032,58.0
True,2016-08-02,14060032,64.0
False,2016-08-03,14060032,55.0
False,2016-08-04,14060032,64.0
False,2016-08-05,14060032,72.0
False,2016-08-06,14060032,76.0
True,2016-08-07,14060032,45.0
True,2016-08-08,14060032,45.0
True,2016-08-09,14060032,45.0
False,2016-08-10,14060032,45.0
False,2016-08-11,14060032,45.0
False,2016-08-12,14060032,45.0
False,2016-08-13,14060032,45.0
False,2016-08-14,14060032,45.0
True,2016-08-15,14060032,45.0
True,2016-08-16,14060032,45.0
False,2016-08-17,14060032,45.0
False,2016-08-18,14060032,45.0
False,2016-08-19,14060032,55.0
False,2016-08-20,14060032,55.0
False,2016-08-21,14060032,45.0
False,2016-08-22,14060032,45.0
False,2016-08-23,14060032,45.0
